Year,Player,GS,MP,PER,TRB%,AST%,STL%,BLK%,TOV%,WS,FG%,3P%,2P%,FTA,FT%,PTS,mvp
2002,Andrew DeClercq,14,633,10.1,14.4,5.2,1.9,2.7,16.6,1,0.45,,0.45,50,0.56,162,Not MVP
2002,Anfernee Hardaway,55,2462,13.9,8,21.1,2.6,0.9,15.7,2.9,0.418,0.277,0.432,195,0.81,959,Not MVP
2002,Ansu Sesay,0,142,15.5,8.3,8.9,1.1,1.1,3.6,0.5,0.5,,0.5,20,0.7,58,Not MVP
2002,Antawn Jamison,82,3033,17.1,9.8,9.6,1.2,1,9.3,6.4,0.447,0.324,0.469,440,0.734,1619,Not MVP
2002,Anthony Carter,18,1050,8.9,6.5,33,2.6,0.2,20.7,0.2,0.342,0.053,0.365,36,0.528,198,Not MVP
2002,Anthony Johnson,0,366,11.8,4.4,19.7,4.4,0.2,16.5,0.7,0.411,0.333,0.423,25,0.64,94,Not MVP
2002,Anthony Mason,82,3143,12.9,11.9,16.6,1,0.5,15.2,6.4,0.505,1,0.504,221,0.697,787,Not MVP
2002,Anthony Peeler,0,2060,12.2,5.8,13,1.6,0.4,9.7,3.8,0.421,0.392,0.441,58,0.862,737,Not MVP
2002,Antoine Walker,81,3406,17.1,11.5,22.8,1.9,0.9,12.1,6.7,0.394,0.344,0.425,324,0.741,1794,Not MVP
2002,Antonio Daniels,13,2175,13.4,4.7,17.2,1.2,0.4,9,5.9,0.44,0.291,0.51,210,0.752,753,Not MVP
2002,Antonio Davis,77,2978,14.8,14.3,8.7,1,2.1,12.4,6.5,0.426,0,0.426,358,0.818,1113,Not MVP
2002,Antonio Harvey,3,47,7.8,11.3,15.1,1.1,4.8,18.9,0,0.333,,0.333,2,0.5,9,Not MVP
2002,Antonio McDyess,10,236,21,13.3,13.8,2.3,2.5,18.3,0.8,0.573,,0.573,33,0.818,113,Not MVP
2002,Antonis Fotsis,1,320,11.3,10.8,5.3,1.5,2.4,15.7,0.1,0.404,0.304,0.432,20,0.85,108,Not MVP
2002,Art Long,27,989,10.7,15,6.2,1.2,2.1,18.3,1.4,0.492,,0.492,85,0.529,285,Not MVP
2002,Austin Croshere,1,1286,14.3,12.9,10.1,1.1,1.6,11.9,2.6,0.413,0.338,0.449,114,0.851,516,Not MVP
2002,Avery Johnson,26,2704,15.23333333,2.566666667,33.53333333,1.6,0.5,13.26666667,1.966666667,0.464666667,0,0.468666667,108.6666667,0.731666667,1070,Not MVP
2002,Baron Davis,82,3318,18.2,6,37.3,2.8,1,14.2,8.2,0.417,0.356,0.451,338,0.58,1484,Not MVP
2002,Ben Wallace,80,2921,18.6,21,6.2,2.5,6.7,10.7,11.6,0.531,0,0.535,234,0.423,609,Not MVP
2002,Bimbo Coles,1,693,8.8,4.7,23.3,1,0.4,16,0.4,0.384,0.2,0.413,37,0.892,149,Not MVP
2002,Bo Outlaw,72,3856,11.26666667,10.46666667,7.966666667,2.2,3.6,23.56666667,2.333333333,0.574666667,0.5,0.575333333,68,0.427666667,752,Not MVP
2002,Bob Sura,5,1780,17.1,7.7,25,2.5,0.6,15.3,4.1,0.424,0.316,0.455,328,0.72,778,Not MVP
2002,Bobby Jackson,3,1750,17.3,7.7,14.7,2.1,0.4,10,5.4,0.443,0.361,0.477,184,0.81,896,Not MVP
2002,Bobby Simmons,3,343,13.2,8.8,8,2.1,1.1,11.5,0.7,0.453,0.286,0.481,30,0.733,112,Not MVP
2002,Bonzi Wells,69,2348,18.4,11.1,15.8,2.6,0.8,14.1,6,0.469,0.384,0.486,290,0.741,1255,Not MVP
2002,Brad Miller,150,4526,20.16666667,15.6,11.83333333,1.733333333,1.266666667,11.23333333,5.533333333,0.507,0.420666667,0.508333333,255.3333333,0.783,2064,Not MVP
2002,Brandon Armstrong,0,196,3.8,4.6,6.5,1.9,0.4,8.2,-0.2,0.318,0.294,0.324,10,0.5,64,Not MVP
2002,Brendan Haywood,2,1266,13.7,14.8,3.5,0.9,5.3,14.6,3.1,0.493,,0.493,160,0.606,315,Not MVP
2002,Brent Barry,81,3040,19.3,8.6,21.3,2.6,0.9,15.6,12.1,0.508,0.424,0.588,234,0.846,1164,Not MVP
2002,Brent Price,0,89,6.6,4.8,13.9,1.7,0.7,23.4,0,0.333,0.267,0.417,13,0.692,31,Not MVP
2002,Brevin Knight,11,1151,14.9,5.3,43.9,3.6,0.4,22.4,1.4,0.422,0.25,0.426,115,0.757,371,Not MVP
2002,Brian Cardinal,0,43,15.9,8.2,8,1.2,0,0,0.2,0.462,0.429,0.5,2,1,17,Not MVP
2002,Brian Grant,72,2256,12.7,14.9,10.5,1.2,1.1,15.6,4.8,0.469,0,0.47,119,0.849,673,Not MVP
2002,Brian Scalabrine,0,290,4.2,9.9,10.5,1.6,0.5,24.6,-0.1,0.343,0.3,0.351,15,0.733,60,Not MVP
2002,Brian Shaw,0,631,11.8,9.8,20.2,2.1,0.3,14.8,1.2,0.353,0.33,0.376,26,0.692,169,Not MVP
2002,Brian Skinner,8,1107,11.3,14.9,2.3,1.2,4,17.6,1.9,0.543,,0.543,79,0.608,224,Not MVP
2002,Bruce Bowen,59,1699,8.2,5.5,8.1,1.9,1,13,1.9,0.389,0.378,0.396,96,0.479,412,Not MVP
2002,Bruno Sundov,0,88,8.7,13.5,6.1,1.8,2.4,8.9,0,0.4,0,0.41,2,0,32,Not MVP
2002,Bryant Stith,5,665,11.1,7.5,9.9,2.3,0.7,12.5,0.7,0.372,0.353,0.383,52,0.846,208,Not MVP
2002,Bryce Drew,0,774,12.4,5.3,20.7,2.2,0.2,14.5,1.7,0.429,0.425,0.431,29,0.793,210,Not MVP
2002,Bryon Russell,40,1998,9.8,8.9,11.1,1.7,0.8,14.6,2.3,0.38,0.341,0.405,140,0.821,636,Not MVP
2002,Cal Bowdler,0,585,9.4,10.7,3,1.6,1.9,5.3,0.5,0.351,0.2,0.355,47,0.83,162,Not MVP
2002,Calbert Cheaney,47,1631,10.3,8.4,11.3,1.1,1,12.4,1.2,0.481,0,0.485,67,0.687,494,Not MVP
2002,Calvin Booth,15,279,11.9,11.4,8.6,1.2,3.5,14.7,0.5,0.427,,0.427,24,0.958,93,Not MVP
2002,Carlos Arroyo,2,742,12.3,6.4,32.33333333,2,0.166666667,18.3,0.233333333,0.442666667,0,0.449333333,12,0.713,222,Not MVP
2002,Carlos Rogers,1,168,15.3,12.8,3,1.6,2.5,8.9,0.5,0.558,0.167,0.622,19,0.526,59,Not MVP
2002,Cedric Henderson,0,70,14.4,2.3,10.5,4.4,1.9,19,0,0.484,0.5,0.481,7,0.571,36,Not MVP
2002,Charles Oakley,36,1383,6.6,14.5,12.9,1.9,0.6,24,-0.5,0.369,0.167,0.374,28,0.75,216,Not MVP
2002,Charles Smith,22,1141,13.2,6.7,12.2,2.4,2.7,11.4,2,0.425,0.267,0.495,65,0.646,441,Not MVP
2002,Charlie Bell,0,88,1.2,13.2,4.366666667,0,0,29.6,-0.133333333,0.273,0,0.6,1.333333333,1,16,Not MVP
2002,Charlie Ward,0,1058,14.5,7,31.7,3.4,1,18.6,1.9,0.373,0.323,0.432,58,0.81,326,Not MVP
2002,Chauncey Billups,54,2355,17.6,5.5,29.2,1.5,0.5,13,7.6,0.423,0.394,0.441,234,0.885,1027,Not MVP
2002,Cherokee Parks,1,234,7.6,14.3,7.1,1.6,2.4,13.9,0,0.361,,0.361,8,0.375,63,Not MVP
2002,Chris Andersen,1,262,13.8,16.5,4.2,1.4,7.9,13.1,0.3,0.338,0,0.357,28,0.786,72,Not MVP
2002,Chris Childs,4,1576,8.8,5.6,32.9,1.9,0.2,27.3,1.1,0.328,0.275,0.364,71,0.817,285,Not MVP
2002,Chris Crawford,4,131,11.5,10.9,6.7,0.8,2.8,16.2,0.1,0.467,0,0.477,15,0.733,53,Not MVP
2002,Chris Dudley,2,327,7.1,14.4,5.7,0.5,3.3,19.8,0.3,0.4,0,0.417,15,0.533,48,Not MVP
2002,Chris Gatling,1,809,13.4,14.9,5.7,1.2,1,14.4,1.4,0.447,0.125,0.456,117,0.701,345,Not MVP
2002,Chris Mihm,60,1659,10,13.9,2.4,0.6,3.9,13.8,0.7,0.42,0.429,0.42,179,0.693,569,Not MVP
2002,Chris Mills,0,1237,12.3,8.2,9.5,1.3,0.7,10.6,1.9,0.417,0.378,0.433,107,0.794,489,Not MVP
2002,Chris Webber,54,2071,24.4,14.1,21.9,2.2,2.4,11.4,8.6,0.495,0.263,0.499,338,0.749,1322,Not MVP
2002,Chris Whitney,81,2171,15.6,4.1,23.4,1.8,0.2,10.4,6.5,0.418,0.406,0.429,175,0.88,833,Not MVP
2002,Christian Laettner,48,1441,13.7,12.1,16.7,2.3,1.3,17.7,2.6,0.464,0.2,0.472,76,0.868,404,Not MVP
2002,Chucky Atkins,62,2285,14.5,4.1,20.5,1.7,0.3,13.2,5.1,0.466,0.411,0.507,120,0.692,957,Not MVP
2002,Chucky Brown,0,92,10.1,19.2,9.1,1.1,2.9,15.2,0.1,0.37,,0.37,2,0.5,21,Not MVP
2002,Clarence Weatherspoon,41,1728,13.3,15.4,5.8,1.1,2.1,8.3,3.5,0.418,,0.418,146,0.795,494,Not MVP
2002,Clifford Robinson,80,2855,13.5,8,12.5,1.7,2.4,11.5,4.3,0.425,0.378,0.443,206,0.694,1166,Not MVP
2002,Corey Maggette,52,1615,14.3,8.1,11.5,1.4,0.8,15.3,3.3,0.443,0.331,0.483,251,0.801,717,Not MVP
2002,Corie Blount,21,1426,10.2,14.6,4.9,1.9,1.4,16.1,3.1,0.458,0,0.46,45,0.644,259,Not MVP
2002,Corliss Williamson,7,1701,20,11.1,11.5,1.5,1.1,12.8,5.1,0.51,0.2,0.512,298,0.805,1063,Not MVP
2002,Courtney Alexander,28,1325,13.6,6.5,11.3,1.4,0.4,10.2,2.2,0.47,0.278,0.478,121,0.81,549,Not MVP
2002,Cuttino Mobley,74,3116,16.7,5.5,11.6,1.9,0.8,10.7,5.7,0.438,0.395,0.455,314,0.85,1606,Not MVP
2002,Dale Davis,77,2447,16.6,16.5,6.2,1.4,2.6,8.4,8.5,0.51,,0.51,212,0.708,742,Not MVP
2002,Dalibor Bagaric,0,638,8.6,14.8,6,1.4,2.8,18.1,-0.1,0.404,0,0.407,70,0.586,185,Not MVP
2002,Damon Jones,0,1083,11.2,5.6,20.9,1.1,0.1,16.4,1.9,0.401,0.371,0.459,59,0.729,340,Not MVP
2002,Damon Stoudamire,71,2796,14.7,6.1,28,1.3,0.2,12.9,6.6,0.402,0.353,0.425,196,0.888,1016,Not MVP
2002,Damone Brown,0,67,1.6,3.4,5,0.8,1.1,26.8,-0.1,0.381,0,0.4,8,0.875,23,Not MVP
2002,Dan Langhi,8,434,8.5,8.8,5.4,1,0.8,6.5,0,0.392,0.25,0.397,11,0.727,107,Not MVP
2002,Dan Majerle,1,1180,10.3,8.4,10.9,2.1,0.9,10.3,2.1,0.343,0.336,0.37,39,0.59,300,Not MVP
2002,Dana Barros,20,582,10.5,5.8,22.5,1.3,0.2,13.9,0.5,0.385,0.338,0.413,27,0.778,193,Not MVP
2002,Daniel Santiago,0,24,9.6,16.5,13.6,0,3,20,0,0.5,,0.5,0,,8,Not MVP
2002,Danny Ferry,2,799,11.2,6.5,9.4,1.1,0.8,10.2,2.3,0.429,0.434,0.423,36,0.944,229,Not MVP
2002,Danny Fortson,76,2216,15.9,21.8,9.3,1,0.5,15.7,4.5,0.428,0.25,0.429,308,0.795,864,Not MVP
2002,Danny Manning,10,552,11.7,10.9,8,2,2.7,13.3,0.8,0.477,0.143,0.493,33,0.667,165,Not MVP
2002,Darius Miles,6,2227,14.4,11.5,13.5,1.7,3.2,17.5,3.4,0.481,0.158,0.491,255,0.62,779,Not MVP
2002,Darrell Armstrong,79,2730,16.7,6.5,25.5,3,0.3,16,7.6,0.419,0.349,0.484,205,0.888,1015,Not MVP
2002,Darrick Martin,0,22,-11.2,2.5,16.9,4.7,0,8.4,-0.2,0,0,0,2,0.5,1,Not MVP
2002,Darvin Ham,2,1208,9.7,9.7,9.1,1.1,2.2,23.8,1.2,0.569,0.143,0.583,123,0.504,303,Not MVP
2002,David Wesley,63,2487,11.3,3.3,16.2,1.6,0.4,10.7,2.6,0.4,0.332,0.427,188,0.734,951,Not MVP
2002,DeSagana Diop,1,109,3.2,9.2,7.3,0.5,6.7,27.8,-0.3,0.414,,0.414,5,0.2,25,Not MVP
2002,DeShawn Stevenson,23,1134,8.2,7,17.1,1.4,1.7,14.7,-0.2,0.385,0.08,0.408,53,0.698,325,Not MVP
2002,Dean Garrett,0,366,5.133333333,17.66666667,4.233333333,2.333333333,3.533333333,15.43333333,-0.066666667,0.314666667,,0.314666667,2,0,72,Not MVP
2002,Dean Oliver,0,139,6,3.1,23.8,1.1,0,18,-0.1,0.37,0.154,0.455,9,0.667,42,Not MVP
2002,Dee Brown,0,65,-3.2,7.7,4.2,2.4,1.1,16.7,-0.3,0.15,0.083,0.25,0,,7,Not MVP
2002,Dell Curry,4,886,12,5.2,11.9,1.3,0.5,10.1,1.2,0.406,0.344,0.444,37,0.892,360,Not MVP
2002,DerMarr Johnson,46,1727,11.3,8.2,7.7,1.9,2.4,14.8,1.7,0.396,0.36,0.427,105,0.81,602,Not MVP
2002,Derek Anderson,27,1860,15.5,6,18.6,2,0.3,11,5.3,0.404,0.373,0.422,208,0.856,757,Not MVP
2002,Derek Fisher,35,1974,14,4.1,13.9,1.7,0.3,8,5.5,0.411,0.413,0.41,111,0.847,786,Not MVP
2002,Derrick Coleman,58,2080,16.2,13.9,8.5,1.1,1.9,12.5,5.9,0.45,0.337,0.465,227,0.815,875,Not MVP
2002,Derrick Dial,0,598,13.13333333,11.1,17.76666667,1.9,0.733333333,10.56666667,0.066666667,0.361333333,0.113666667,0.389,16,0.768333333,202,Not MVP
2002,Derrick McKey,1,784,8.8,9.2,8.9,2.8,0.4,14.7,1.6,0.426,0.417,0.427,14,0.714,119,Not MVP
2002,Desmond Mason,20,2420,13.4,8.6,6.7,1.5,0.8,10.6,4.7,0.464,0.271,0.48,237,0.848,931,Not MVP
2002,Devean George,1,1759,12.6,9.5,9.4,2.1,1.7,10.2,4.2,0.411,0.371,0.432,126,0.675,581,Not MVP
2002,Dickey Simpkins,0,3,11.6,0,45.5,0,0,,0,,,,0,,0,Not MVP
2002,Dikembe Mutombo*,80,2907,16,16.8,4.8,0.5,5,16.3,9.6,0.501,,0.501,364,0.764,920,Not MVP
2002,Dion Glover,25,1156,13.1,8.3,12.8,2,0.9,13.2,0.9,0.421,0.33,0.444,103,0.757,492,Not MVP
2002,Don Reid,5,714,10.1,13.8,5.8,1.4,4.3,19.7,0.9,0.474,,0.474,68,0.647,224,Not MVP
2002,Donnell Harvey,8,1682,13.06666667,15.43333333,6.466666667,1.3,2.133333333,13.3,1.233333333,0.509333333,,0.509333333,60,0.567333333,540,Not MVP
2002,Donny Marshall,0,118,7.7,10,6.1,1.3,0,5.1,0.2,0.276,0.5,0.24,18,0.667,30,Not MVP
2002,Donyell Marshall,42,1750,19.2,15.2,10.9,1.5,3,14,5,0.519,0.31,0.533,226,0.708,859,Not MVP
2002,Doug Christie,81,2798,15.2,7.1,17.2,2.9,0.6,16.3,8.6,0.46,0.352,0.518,242,0.851,972,Not MVP
2002,Doug Overton,0,130,4.8,5.2,15.6,1.2,0.5,20.3,-0.2,0.318,0.259,0.412,7,0.571,39,Not MVP
2002,Earl Boykins,2,761,13.9,4,31.5,1.4,0.2,12.7,1,0.4,0.31,0.416,61,0.77,280,Not MVP
2002,Earl Watson,0,964,11.6,5.1,18.8,3.4,0.4,18.3,1.5,0.453,0.364,0.476,36,0.639,231,Not MVP
2002,Eddie Gill,5,384,9.2,4.1,20.6,1.5,0.5,23.7,0.1,0.424,0.318,0.457,39,0.795,116,Not MVP
2002,Eddie Griffin,24,1896,13.8,12.5,4.8,0.5,4.8,6.3,2.4,0.366,0.33,0.392,86,0.744,642,Not MVP
2002,Eddie House,3,1230,11.6,5.2,18.8,1.9,0.3,12.8,0.9,0.399,0.344,0.422,49,0.857,514,Not MVP
2002,Eddie Jones,81,3156,17.5,7,15.4,2,1.9,9.9,10.5,0.432,0.39,0.451,355,0.837,1480,Not MVP
2002,Eddie Robinson,12,653,12.5,7,10.5,1.9,1.3,11.8,0.2,0.453,0.4,0.455,48,0.75,262,Not MVP
2002,Eddy Curry,31,1150,14.4,13.8,4,0.7,3.4,13.4,1.8,0.501,,0.501,160,0.656,483,Not MVP
2002,Eduardo Najera,11,1357,14.8,14,4,2.1,1.6,9.9,4,0.5,0,0.503,148,0.676,400,Not MVP
2002,Elden Campbell,74,2156,19.5,14,8.5,1.5,4.6,12.5,7.6,0.484,0,0.485,384,0.797,1074,Not MVP
2002,Eldridge Recasner,0,66,0.8,0,15.2,1.1,0,13.4,0,0.333,0,0.4,0.666666667,1,10,Not MVP
2002,Elliot Perry,0,48,5.3,4.6,23.7,3.3,0,39.1,-0.1,0.5,,0.5,2,0.5,11,Not MVP
2002,Elton Brand,80,3020,23.6,17.3,11,1.4,3.7,12.2,13.6,0.527,,0.527,524,0.742,1453,Not MVP
2002,Emanual Davis,20,774,6.5,5.5,13.7,1.8,0.5,20.2,-0.3,0.354,0.341,0.363,18,0.889,185,Not MVP
2002,Eric Montross,24,655,5.8,12.3,3.7,1,2.6,14.7,0.2,0.402,0,0.405,31,0.323,116,Not MVP
2002,Eric Piatkowski,64,1718,13.8,6.1,10.4,1.3,0.5,10.9,4.5,0.439,0.466,0.412,113,0.894,626,Not MVP
2002,Eric Snow,61,2225,14.7,5.5,30.6,2.3,0.3,16,5.5,0.442,0.111,0.457,227,0.806,738,Not MVP
2002,Eric Williams,30,1747,8.8,6.9,9.8,2.3,0.4,16.5,2.2,0.374,0.279,0.401,219,0.731,472,Not MVP
2002,Erick Barkley,4,228,9.8,4.6,22.9,4,0.3,14.2,0.2,0.353,0.143,0.377,10,0.9,58,Not MVP
2002,Erick Dampier,46,1740,11.3,11.9,7.8,0.5,6.5,21.4,0.3,0.435,,0.435,211,0.645,554,Not MVP
2002,Erick Strickland,4,1643,12.9,7.1,18.6,1.8,0,14.5,3.8,0.389,0.385,0.394,155,0.845,606,Not MVP
2002,Ernest Brown,0,21,-9.7,16.7,0,0,3.7,27.9,-0.2,0.167,,0.167,4,0.25,3,Not MVP
2002,Ervin Johnson,9,1660,8.6,16.2,2.3,1.2,3.6,19,2.3,0.461,0,0.464,66,0.455,208,Not MVP
2002,Etan Thomas,0,618,15.7,17,1.6,1.5,4.2,12.4,1.6,0.536,,0.536,74,0.554,203,Not MVP
2002,Evan Eschmeyer,6,299,9.9,18.2,4.1,1.7,2.2,19.9,0.5,0.42,,0.42,33,0.606,62,Not MVP
2002,Felipe Lopez,0,581,7.8,8,9.6,1.6,0.1,16.7,0.3,0.378,0.424,0.366,55,0.673,169,Not MVP
2002,Felton Spencer,8,248,0.8,11.7,1.8,1.5,2.4,22.8,-0.1,0.231,,0.231,33,0.515,29,Not MVP
2002,Fred Hoiberg,8,1408,12.2,8.7,15.5,2.3,0.3,8.8,2.7,0.416,0.261,0.487,94,0.84,345,Not MVP
2002,Gary Payton*,82,3301,22.9,7.1,39.4,2.1,0.6,10.8,12.6,0.467,0.314,0.494,335,0.797,1815,Not MVP
2002,Gary Trent,10,1140,15.4,13.7,8.3,1,1.8,11.5,3,0.507,0,0.509,144,0.639,478,Not MVP
2002,George Lynch,18,893,9,11.9,9.3,2.4,1.1,16,0.7,0.369,0.167,0.375,40,0.625,172,Not MVP
2002,George McCloud,26,1830,9.8,7.8,17.9,1.7,0.8,18.2,0.1,0.358,0.27,0.412,163,0.81,604,Not MVP
2002,Gerald Wallace,1,430,13.3,11.1,9.6,2.2,0.9,10.1,0.6,0.429,0,0.446,46,0.5,173,Not MVP
2002,Gilbert Arenas,30,1155,17,6.1,24.8,3,0.6,17.6,2.7,0.453,0.345,0.498,160,0.775,511,Not MVP
2002,Glen Rice,20,606,8,4.4,8.5,1.1,0.3,11.8,0,0.389,0.281,0.456,30,0.8,172,Not MVP
2002,Glenn Robinson,63,2346,19.1,10,13.4,2.2,1.3,12,4.7,0.467,0.326,0.493,282,0.837,1366,Not MVP
2002,Grant Hill,14,512,16.7,13.6,20.3,0.8,0.5,13.8,1.2,0.426,0,0.43,80,0.863,235,Not MVP
2002,Grant Long,56,1868,7.7,6.9,11.5,1.8,0.4,19,0.2,0.426,0.176,0.438,123,0.699,417,Not MVP
2002,Greg Anthony,76,3028,12.26666667,5,29.63333333,2.7,0.2,15.4,0.766666667,0.383666667,0.292,0.434,60.66666667,0.649666667,948,Not MVP
2002,Greg Buckner,16,885,13.3,10.9,7.9,1.8,1.5,10.8,2.3,0.525,0.313,0.544,58,0.69,253,Not MVP
2002,Greg Foster,0,24,4.8,19.3,6.1,0,0,0,0,0.222,0,0.4,4,0.75,7,Not MVP
2002,Greg Ostertag,14,1107,12.7,17,7,0.7,7.8,16.5,2.1,0.453,,0.453,130,0.485,245,Not MVP
2002,Hanno Mottola,14,1371,8.4,11.2,6,0.8,1,14.4,0.5,0.44,0.077,0.453,76,0.75,396,Not MVP
2002,Harold Jamison,2,176,13.9,12.5,5.5,1.5,0.4,10.8,0.5,0.512,,0.512,15,0.667,54,Not MVP
2002,Hedo Turkoglu,10,1970,14.2,9.8,12.2,1.5,1,9.3,5.2,0.422,0.368,0.44,230,0.726,810,Not MVP
2002,Horace Grant,76,2210,13.9,12.2,7.1,1.3,1.6,8.3,5.6,0.513,,0.513,111,0.721,608,Not MVP
2002,Howard Eisley,0,609,8.5,4.7,26.7,2.1,0.4,21.2,-0.3,0.337,0.241,0.385,49,0.796,171,Not MVP
2002,Hubert Davis,17,1231,10.7,3.6,13.9,1.2,0.2,11.6,1.7,0.448,0.452,0.445,21,0.762,365,Not MVP
2002,Ira Bowman,0,29,16.4,2,6.4,3.7,0,0,0.1,0.714,0,0.833,0,,10,Not MVP
2002,Ira Newble,35,1273,11.5,10,5.6,1.6,1.2,14,2.3,0.498,0.143,0.508,88,0.852,338,Not MVP
2002,Isaac Austin,8,307,7.8,12.9,7,1.5,1.1,10.5,0,0.391,0,0.404,4,1,76,Not MVP
2002,Isaac Fontaine,0,75,-0.9,3.7,7.8,0,0,19.4,-0.2,0.214,0.2,0.222,6,0.667,11,Not MVP
2002,Isaiah Rider,1,173,16.3,10.9,13.3,0.9,0.9,13.7,0.2,0.457,0.4,0.47,17,0.765,93,Not MVP
2002,Jabari Smith,0,362,12.4,8.733333333,9.9,1.7,2.466666667,6.266666667,0.3,0.391666667,0,0.411,21.33333333,0.635333333,146,Not MVP
2002,Jacque Vaughn,16,1856,13.1,5.2,30.2,1.8,0.1,18.5,3.5,0.47,0.444,0.474,126,0.825,540,Not MVP
2002,Jahidi White,69,1346,14.9,19.2,2,1,4.1,15.8,3.3,0.538,,0.538,154,0.539,383,Not MVP
2002,Jake Tsakalidis,47,1582,11.7,13.3,2.2,0.8,3.2,14.2,2.8,0.475,0,0.476,159,0.698,491,Not MVP
2002,Jake Voskuhl,34,900,13.9,15.7,3,0.6,1.9,16.6,2.7,0.554,,0.554,109,0.752,296,Not MVP
2002,Jalen Rose,166,6306,16.96666667,6.666666667,22.6,1.3,1.033333333,11.26666667,3.8,0.456333333,0.362666667,0.475666667,223.3333333,0.839,3392,Not MVP
2002,Jamaal Magloire,8,1549,18.8,17,3.4,0.9,4,17.4,5.7,0.551,0,0.552,333,0.73,699,Not MVP
2002,Jamaal Tinsley,78,2442,13.4,6.9,42.8,3,1.2,24.3,1.7,0.38,0.24,0.422,186,0.704,751,Not MVP
2002,Jamal Crawford,6,481,15.3,4.1,21.8,2,0.8,14.2,0.6,0.476,0.448,0.488,13,0.769,214,Not MVP
2002,Jamal Mashburn,40,1601,16.9,8.6,19.7,1.5,0.3,11.5,3.4,0.407,0.366,0.415,241,0.876,858,Not MVP
2002,James Posey,63,2238,12.9,10.9,13.1,2.7,1.3,13.3,2.7,0.376,0.283,0.421,203,0.793,782,Not MVP
2002,Jamison Brewer,0,43,10,10.5,30.3,2.4,0,37.5,0,0.4,0,0.5,0,,4,Not MVP
2002,Jaren Jackson,0,144,7.2,6.6,8.2,1.8,0,17.1,0,0.405,0.35,0.471,4,0.5,39,Not MVP
2002,Jarron Collins,68,1440,11.5,12.4,6.6,1.1,1.2,11.7,3.3,0.461,0,0.462,181,0.74,450,Not MVP
2002,Jason Caffey,0,283,11.2,10.2,6.7,0.8,1.3,17.3,0.3,0.5,0,0.507,43,0.628,99,Not MVP
2002,Jason Collier,2,365,11.1,12.8,4.1,0.9,0.7,10.6,0.4,0.432,0,0.436,32,0.75,106,Not MVP
2002,Jason Collins,9,1407,10.7,12,8.4,1.1,2.4,17.1,3,0.421,0.5,0.42,164,0.701,350,Not MVP
2002,Jason Hart,0,92,13.5,8.1,20.9,4.1,0.8,27,0.3,0.526,0,0.588,6,1,26,Not MVP
2002,Jason Kidd,82,3056,19.1,10.9,42.5,3,0.5,18.7,8.9,0.391,0.321,0.424,247,0.814,1208,Not MVP
2002,Jason Richardson,75,2629,13.8,6.9,15.4,2,0.8,11.9,2.9,0.426,0.333,0.453,210,0.671,1151,Not MVP
2002,Jason Terry,78,2967,19.2,5.2,26.9,2.5,0.3,11.7,8.6,0.43,0.387,0.454,340,0.835,1504,Not MVP
2002,Jason Williams,65,2236,15.1,4.9,42,2.6,0.2,17.2,0.9,0.382,0.295,0.449,101,0.792,959,Not MVP
2002,Jeff Foster,48,1786,12.9,17.6,6.1,2.1,1.5,14.3,4.2,0.449,0.133,0.462,182,0.61,467,Not MVP
2002,Jeff McInnis,80,3030,13.8,4,27.6,1.1,0.1,10.8,5.1,0.413,0.321,0.437,219,0.836,1184,Not MVP
2002,Jeff Trepagnier,0,77,8.4,9.2,23.9,5.5,3.8,29.7,-0.2,0.304,0,0.318,7,0.571,18,Not MVP
2002,Jelani McCoy,0,104,9.5,13.3,9.9,0,3.4,24.6,0.1,0.571,,0.571,8,0.25,26,Not MVP
2002,Jermaine Jackson,0,280,12.3,5.5,30.5,1.7,0.3,21,0.6,0.476,0.5,0.475,24,0.667,57,Not MVP
2002,Jermaine O'Neal,72,2707,18.1,15.8,8.1,0.9,4.4,11.7,6.4,0.479,0.071,0.484,413,0.688,1371,Not MVP
2002,Jerome James,40,949,11.9,14.4,3.9,1.4,6.9,19.8,0.9,0.491,,0.491,60,0.5,298,Not MVP
2002,Jerome Moiso,0,76,5.9,18.8,8.4,2.1,1.9,28.6,-0.1,0.4,,0.4,0,,16,Not MVP
2002,Jerome Williams,32,1641,15.7,13.5,7.3,2.6,1.1,12.5,5,0.49,,0.49,204,0.676,518,Not MVP
2002,Jerry Stackhouse,76,2685,19,6.9,28.4,1.5,1,14.5,5.8,0.397,0.287,0.43,577,0.858,1629,Not MVP
2002,Jeryl Sasser,0,36,7,10.9,8,4.3,0,11,-0.1,0.214,,0.214,5,0.8,10,Not MVP
2002,Jim Jackson,19,1825,11.3,9.3,13.4,1.3,0.6,15.5,2.8,0.442,0.469,0.438,87,0.862,589,Not MVP
2002,Joe Crispin,0,312,13.9,3.466666667,23.03333333,1.733333333,0,10.53333333,0.3,0.347666667,0.271333333,0.378333333,8.666666667,0.907666667,158,Not MVP
2002,Joe Johnson,120,3832,11.76666667,7.466666667,15.06666667,1.6,0.8,10.43333333,2,0.429666667,0.299333333,0.471333333,35.33333333,0.773666667,1162,Not MVP
2002,Joe Smith,63,1922,16,13.6,6.6,1.1,2.3,11.4,6.1,0.511,0.667,0.51,206,0.83,767,Not MVP
2002,Joel Przybilla,62,1128,10.2,14.5,2.7,0.9,7.6,19.1,1.9,0.535,0,0.539,90,0.422,190,Not MVP
