Year,Player,GS,MP,PER,TRB%,AST%,STL%,BLK%,TOV%,WS,FG%,3P%,2P%,FTA,FT%,PTS,mvp
1998,Horacio Llamas,0,42,8.6,25,4,1.2,5.2,26.2,-0.1,0.381,0.333,0.389,10,0.7,24,Not MVP
1998,Hot Rod,30,1333,11.5,13.7,5.1,1.3,3.3,10.7,3.7,0.47,,0.47,93,0.699,255,Not MVP
1998,Howard Eisley,18,1726,13.6,6,32.1,1.7,0.6,21.5,2.9,0.441,0.407,0.451,149,0.852,633,Not MVP
1998,Hubert Davis,30,2378,12.5,4,11.4,1,0.1,9.7,3.4,0.456,0.439,0.464,116,0.836,898,Not MVP
1998,Isaac Austin,100,4532,16.23333333,14.23333333,14.36666667,1.366666667,1.7,16.86666667,2.4,0.464666667,0,0.469,242,0.667,2110,Not MVP
1998,Isaiah Rider,66,2786,15.2,7.2,15.7,1.1,0.5,11.6,5.8,0.423,0.321,0.472,267,0.828,1458,Not MVP
1998,Ivano Newbill,2,249,7.6,15.9,5.3,2.1,0.8,19.5,-0.1,0.351,1,0.339,30,0.567,58,Not MVP
1998,J.R. Reid,1,1109,11.3,11.4,7.4,1.7,1.3,14.9,1.8,0.459,0.375,0.461,122,0.73,384,Not MVP
1998,Jack Haley,0,51,7.2,17,0,0,1.5,12.8,0,0.278,0,0.294,21,0.571,22,Not MVP
1998,Jacque Vaughn,0,419,6.9,5.6,30.8,1.2,0.2,26.9,-0.4,0.361,0.375,0.36,68,0.706,139,Not MVP
1998,Jalen Rose,0,1706,14.1,6.9,16,1.8,0.6,15.7,3.3,0.478,0.342,0.496,228,0.728,771,Not MVP
1998,Jamal Mashburn,48,1729,14.1,8,13.3,1.4,0.6,13.7,4.1,0.435,0.303,0.47,231,0.797,723,Not MVP
1998,James Collins,0,103,15.3,7.7,5.4,3,1.9,11.6,0,0.382,0.45,0.343,14,0.571,59,Not MVP
1998,James Cotton,0,33,12.5,10.9,0,1.6,2.3,19.4,-0.1,0.381,0,0.471,9,0.889,24,Not MVP
1998,James Robinson,13,1231,12.4,5.1,18.8,1.6,0.5,15,0.2,0.389,0.329,0.438,107,0.72,541,Not MVP
1998,Jamie Feick,2,450,12.1,16.8,5.5,3,2.8,16.3,0.9,0.433,0.308,0.455,41,0.488,102,Not MVP
1998,Jaren Jackson,45,2226,9.7,5.4,11.4,1.5,0.3,12.8,4.1,0.394,0.377,0.409,118,0.797,722,Not MVP
1998,Jason Caffey,28,2846,13.9,13.4,8,0.933333333,1,15.93333333,1.8,0.486666667,0,0.488666667,133.3333333,0.654666667,1166,Not MVP
1998,Jason Kidd,82,3118,16.4,9.5,35.6,2.7,0.6,21.5,8,0.416,0.313,0.454,209,0.799,954,Not MVP
1998,Jason Lawson,0,80,21.5,19.9,10.7,2.8,3.6,9.3,0.5,0.6,,0.6,10,0.8,26,Not MVP
1998,Jayson Williams,65,2343,18.7,21.8,4.5,1,1.5,10.9,8.4,0.498,0,0.501,293,0.666,837,Not MVP
1998,Jeff Grayer,0,68,-1.266666667,5.2,9.8,2.566666667,0,27.4,-0.033333333,0.311666667,0.333333333,0.3,0,,20,Not MVP
1998,Jeff Hornacek,80,2460,19.3,6.8,23.9,2.4,0.5,12,9.5,0.482,0.441,0.489,322,0.885,1139,Not MVP
1998,Jeff Nordgaard,0,48,11.6,17.8,10,2.2,0,12,0,0.278,,0.278,9,0.889,18,Not MVP
1998,Jerald Honeycutt,0,530,11.8,10.7,11.1,2,0.8,16.6,0.3,0.407,0.377,0.424,58,0.621,245,Not MVP
1998,Jermaine O'Neal,9,808,12.7,14.5,3.6,1,5.2,16.9,1.2,0.485,0,0.489,89,0.506,269,Not MVP
1998,Jerome Kersey,2,717,12.6,11.3,9.6,3.9,1.5,12.1,1.2,0.416,0.1,0.43,65,0.6,234,Not MVP
1998,Jerome Williams,3,1305,16.3,17.3,6.1,2.1,0.6,14.3,4.5,0.524,0,0.526,166,0.651,410,Not MVP
1998,Jerry Stackhouse,74,5090,15.96666667,6.1,17.03333333,1.966666667,1.8,16.5,3.133333333,0.438333333,0.265666667,0.481333333,300,0.790333333,2498,Not MVP
1998,Jim Jackson,156,6092,13.16666667,7.3,22.43333333,1.4,0.166666667,17.6,1.666666667,0.430666667,0.315,0.454666667,188,0.811666667,2484,Not MVP
1998,Jim McIlvaine,72,1211,9.5,12.8,2.3,1.1,8.6,17.3,1.9,0.453,0,0.459,81,0.556,247,Not MVP
1998,Jimmy Oliver,0,10,19.7,11.4,17.3,0,0,0,0,0.5,0.5,0.5,0,,5,Not MVP
1998,Joe Dumars*,72,2326,14.3,2.7,18.9,1,0.1,8.9,5.9,0.416,0.371,0.468,154,0.825,943,Not MVP
1998,Joe Kleine,1,397,5.5,11.1,11.2,0.5,0.9,19.7,0.1,0.368,,0.368,18,0.833,93,Not MVP
1998,Joe Smith,110,4688,14.13333333,10.96666667,7.6,1.4,1.5,12.23333333,1.733333333,0.437,0,0.44,195.3333333,0.777333333,2310,Not MVP
1998,Joe Stephens,0,37,17.7,9.6,5.7,2.9,0,6.1,0,0.357,0.3,0.389,6,0.667,27,Not MVP
1998,Joe Wolf,8,621,5.1,12,7.9,1.7,0.8,14.9,-0.5,0.331,0.2,0.342,10,0.5,87,Not MVP
1998,John Crotty,2,379,7,4.9,25.5,1.4,0.2,28.6,-0.1,0.322,0.3,0.329,34,0.941,96,Not MVP
1998,John Starks,10,2188,14.3,6.3,18.1,1.9,0.2,12,4.6,0.393,0.327,0.441,235,0.787,1059,Not MVP
1998,John Stockton*,64,1858,21.8,5.6,47.8,2.6,0.4,20.8,8,0.528,0.429,0.55,231,0.827,770,Not MVP
1998,John Thomas,4,1070,8.7,11.6,4.633333333,1.9,1.6,24.86666667,0.266666667,0.474666667,,0.474666667,36,0.753666667,302,Not MVP
1998,John Wallace,36,2361,14.8,8.9,8.5,1.4,2.9,13.4,1.5,0.478,0.5,0.478,293,0.717,1147,Not MVP
1998,Johnny Newman,15,2176,14.9,3.8,12.2,1.9,0.8,12.9,2.7,0.431,0.343,0.444,445,0.82,1089,Not MVP
1998,Johnny Taylor,0,108,4.4,7.1,1.6,1.5,1.3,15.4,-0.1,0.351,0.5,0.343,16,0.688,38,Not MVP
1998,Jon Barry,1,374,13.3,5.6,19.7,3.3,0.6,15.9,0.9,0.365,0.295,0.465,29,0.931,121,Not MVP
1998,Jud Buechler,0,608,14.1,7.3,12.8,2,1.8,10.5,1.9,0.483,0.385,0.541,6,0.5,198,Not MVP
1998,Juwan Howard,64,2559,15.2,10,13.6,1.7,0.6,13.9,4.6,0.467,0,0.468,358,0.721,1184,Not MVP
1998,Kebu Stewart,0,110,14,16.2,3,2.4,1.3,17.8,0.2,0.462,,0.462,25,0.64,40,Not MVP
1998,Keith Askins,12,681,5.5,8.7,6.4,2.2,1.3,16.6,0.7,0.32,0.284,0.375,19,0.632,111,Not MVP
1998,Keith Booth,0,17,13.8,13.5,9,0,0,25.8,0,0.333,0,0.4,6,1,10,Not MVP
1998,Keith Closs,1,740,14,12.9,4.2,0.8,7.3,13.6,0.6,0.449,,0.449,77,0.597,232,Not MVP
1998,Keith Van,62,2325,15.7,10.1,7.9,1.5,0.8,12.2,4.8,0.426,0.308,0.458,305,0.846,1219,Not MVP
1998,Kelvin Cato,8,1007,13.3,14.6,3.6,1.5,6.8,13.4,2.7,0.428,0,0.434,125,0.688,282,Not MVP
1998,Kendall Gill,81,2733,14.9,8.3,11.9,3,1.7,10,5.9,0.429,0.257,0.449,327,0.688,1087,Not MVP
1998,Kenny Anderson,112,3716,16.16666667,5.533333333,34.36666667,2.733333333,0,15.56666667,2.466666667,0.406666667,0.359666667,0.419666667,129.3333333,0.799333333,1492,Not MVP
1998,Kerry Kittles,76,2814,17.5,7.4,10.6,2.5,1,7.7,8.4,0.44,0.418,0.447,250,0.808,1328,Not MVP
1998,Kevin Edwards,10,974,10.23333333,6.933333333,13.83333333,2.633333333,0.2,14.1,0.066666667,0.344333333,0.421333333,0.338,23.33333333,0.858,300,Not MVP
1998,Kevin Johnson,12,1290,15.6,7.4,28.5,1.1,0.4,19.1,3.5,0.447,0.154,0.47,186,0.871,476,Not MVP
1998,Kevin Ollie,0,860,8.9,5.2,24.26666667,1.633333333,0,25.23333333,-0.066666667,0.374,0,0.377333333,46.66666667,0.703,246,Not MVP
1998,Kevin Salvadori,0,87,2.1,12.8,4.7,0,8.6,24.2,-0.2,0.077,,0.077,6,0.5,5,Not MVP
1998,Kevin Willis,74,2528,18.3,15.9,5.8,1.1,1.1,12.6,6,0.51,0.143,0.513,305,0.793,1305,Not MVP
1998,Khalid Reeves,54,1950,13.1,5.3,19.8,2.2,0.4,15.9,2.5,0.418,0.368,0.435,213,0.775,717,Not MVP
1998,Kiwane Garris,0,225,8.7,5,21.4,1.7,0.3,16.5,-0.1,0.338,0.357,0.333,25,0.76,68,Not MVP
1998,Kurt Thomas,0,73,6.4,18.3,8.4,0.7,0,17.8,-0.2,0.378,,0.378,3,1,37,Not MVP
1998,LaPhonso Ellis,71,2575,14.4,12.5,15.9,1.4,1.4,13.4,1.4,0.407,0.284,0.438,256,0.805,1083,Not MVP
1998,Lamond Murray,65,2579,17.8,10.7,9.9,2.4,1.4,13.3,4.9,0.481,0.353,0.504,294,0.748,1220,Not MVP
1998,Larry Johnson,70,2412,15.8,10,11.4,0.9,0.4,11.2,6.9,0.485,0.238,0.504,283,0.756,1087,Not MVP
1998,Larry Robinson,0,41,15.8,16.8,4,5.1,0,9.1,0,0.316,0.5,0.231,2,1,17,Not MVP
1998,Latrell Sprewell,13,547,15.1,5,24.1,1.8,0.6,12.1,0.4,0.397,0.188,0.441,94,0.745,299,Not MVP
1998,Lawrence Funderburke,1,1094,16.2,11.9,10,0.9,0.9,11.8,2.1,0.49,0.143,0.496,162,0.679,493,Not MVP
1998,Lawrence Moten,0,27,-0.2,2.1,16.7,0,0,6.3,-0.1,0.231,0,0.25,4,0.75,9,Not MVP
1998,Ledell Eackles,0,547,12.2,7.8,4.6,1.6,0,12.6,1,0.429,0.348,0.457,59,0.881,218,Not MVP
1998,Lee Mayberry,32,1835,9.2,3.6,27.7,1.8,0.4,23.3,0.4,0.375,0.35,0.402,51,0.745,363,Not MVP
1998,Lindsey Hunter,67,2505,12.4,5.9,15.1,2.7,0.3,10.8,4,0.383,0.321,0.412,196,0.74,862,Not MVP
1998,Litterial Green,0,124,5.4,3.4,18.7,1.7,0,20.1,-0.1,0.217,0,0.238,20,0.75,25,Not MVP
1998,Lloyd Daniels,0,82,13.5,4.8,8.2,1.9,1.7,10.7,0.1,0.414,0.222,0.5,10,0.8,34,Not MVP
1998,Lorenzen Wright,38,2067,13.6,16.7,4.3,1.4,2.8,11.3,3.1,0.445,0,0.446,214,0.659,623,Not MVP
1998,Lorenzo Williams,6,111,14.1,13.3,4.1,0.9,1.9,10.1,0.4,0.765,,0.765,2,0,26,Not MVP
1998,Loy Vaught,6,265,7.8,14,4.4,0.8,0.5,12.9,-0.2,0.429,0,0.439,8,0.375,75,Not MVP
1998,Luc Longley,58,1703,13.5,11.5,15.5,1.1,2.6,16.2,3.4,0.455,,0.455,148,0.736,663,Not MVP
1998,Lucious Harris,0,671,10.4,4.5,9.4,3.3,0.6,9.5,1.1,0.39,0.308,0.413,55,0.745,191,Not MVP
1998,Mahmoud Abdul-Rauf,0,530,10.5,3.9,19.7,1.6,0.1,6.4,-0.3,0.377,0.161,0.405,16,1,227,Not MVP
1998,Malik Rose,0,429,10.1,12.1,7.5,2.7,1.2,21.3,0.4,0.434,0.333,0.436,61,0.639,158,Not MVP
1998,Malik Sealy,10,1641,12.8,7.9,10.4,2.2,0.9,11.9,3.2,0.428,0.22,0.446,182,0.824,591,Not MVP
1998,Marcus Camby,58,2002,15.9,13,9.4,1.8,7.9,13.6,0.9,0.412,0,0.413,244,0.611,765,Not MVP
1998,Mario Bennett,4,354,22.2,20.1,9,2.8,2.2,12,1.5,0.593,0.5,0.594,44,0.364,177,Not MVP
1998,Mario Elie,59,1988,12.9,4.6,17.4,2.1,0.3,15.8,3.8,0.452,0.291,0.566,174,0.833,612,Not MVP
1998,Mark Bryant,22,1110,10.2,12.8,6,1.7,1,17.9,2.5,0.484,0,0.487,95,0.768,291,Not MVP
1998,Mark Davis,12,906,10.9,10,13.5,2.9,1.5,24,0.2,0.447,0,0.458,101,0.634,282,Not MVP
1998,Mark Hendrickson,1,737,9.4,10.8,8.3,1.8,0.8,15.1,0.8,0.389,0,0.403,57,0.825,163,Not MVP
1998,Mark Jackson,82,2413,17.2,8,46.7,1.9,0.1,20.4,7.5,0.416,0.314,0.447,180,0.761,678,Not MVP
1998,Mark Pope,0,193,3.4,8.1,5.5,0.8,2.2,17.1,0,0.341,0.333,0.342,17,0.588,39,Not MVP
1998,Mark Price,33,1430,14.9,5.3,38.6,2,0.3,21.9,1.7,0.431,0.335,0.471,103,0.845,597,Not MVP
1998,Mark Strickland,8,847,17.4,14.7,5.6,1.2,2.9,13.3,2.8,0.539,0,0.541,82,0.72,349,Not MVP
1998,Mark West,1,105,5.1,8.6,3,1,2.7,25.3,0,0.476,,0.476,6,0.5,23,Not MVP
1998,Marko Milic,0,163,18.4,9,13.5,3.2,0,22.7,0.3,0.609,0.5,0.621,17,0.647,92,Not MVP
1998,Martin Muursepp,7,603,14.9,10.5,8.5,2.6,1.6,11.6,1.4,0.435,0.421,0.438,67,0.761,233,Not MVP
1998,Marty Conlon,0,209,17.2,12.9,9.8,2.4,1.7,11.9,0.8,0.452,,0.452,44,0.727,88,Not MVP
1998,Matt Bullard,24,1190,13.8,7.3,8.5,1.4,1.4,8.9,2.5,0.45,0.416,0.5,27,0.741,466,Not MVP
1998,Matt Geiger,42,1839,20.2,17.1,7.6,2,3.5,12,5.9,0.505,0.091,0.511,236,0.712,885,Not MVP
1998,Matt Maloney,78,2217,10.5,3.8,15.6,1.5,0.2,14.7,2.2,0.408,0.364,0.471,78,0.833,669,Not MVP
1998,Maurice Taylor,3,1513,16.1,11.1,6.6,1.2,1.8,12,1.8,0.476,0,0.476,244,0.709,815,Not MVP
1998,Michael Cage,17,1201,10.1,14.8,3.6,2,2.7,18.7,2.5,0.512,0,0.518,36,0.556,106,Not MVP
1998,Michael Curry,27,1978,9.1,3,10.9,1.5,0.5,13.5,2.9,0.469,0.444,0.469,176,0.835,543,Not MVP
1998,Michael Finley,82,3394,19.3,7.2,22.7,2.1,0.6,11.5,7.5,0.449,0.357,0.466,416,0.784,1763,Not MVP
1998,Michael McDonald,0,4,-22.1,15.1,0,0,0,100,-0.1,,,,0,,0,Not MVP
1998,Michael Smith,66,2106,14.06666667,16.43333333,12.5,2.066666667,1.133333333,17.43333333,1.4,0.469666667,0,0.472,68.66666667,0.618666667,502,Not MVP
1998,Michael Stewart,37,1761,12.9,16.9,5.2,0.9,7.5,18.1,3,0.48,,0.48,142,0.458,375,Not MVP
1998,Micheal Williams,0,161,13.9,4.9,28.7,2.9,0.9,20.4,0.3,0.333,0,0.364,33,0.97,64,Not MVP
1998,Mitch Richmond*,70,2569,20.4,5,20.2,1.8,0.4,11.3,7.9,0.445,0.389,0.466,471,0.864,1623,Not MVP
1998,Mitchell Butler,0,206,4.8,6.6,13.7,2.1,0,13.5,0.1,0.319,0.167,0.341,10,0.6,37,Not MVP
1998,Monty Williams,16,1314,11.3,7.9,11.2,1.4,1.3,15.5,2.3,0.448,0.5,0.448,182,0.67,453,Not MVP
1998,Mookie Blaylock,69,2700,16.1,7.4,29.5,3.7,0.5,15,5.6,0.392,0.269,0.46,134,0.709,921,Not MVP
1998,Muggsy Bogues,62,3140,15.1,4.266666667,35.7,3.7,0.066666667,20.16666667,1.166666667,0.424666667,0.25,0.431,45.33333333,0.930333333,694,Not MVP
1998,Nate McMillan,1,279,12.7,8.6,28.6,2.7,1.1,15.1,0.8,0.343,0.441,0.242,1,1,62,Not MVP
1998,Nick Anderson,44,1701,19.6,10.3,14.1,2.3,1,9.2,5.3,0.455,0.36,0.493,199,0.638,890,Not MVP
1998,Nick Van,46,2053,17.8,5.3,33.5,1.6,0.2,11.3,7.1,0.419,0.389,0.44,172,0.791,881,Not MVP
1998,Olden Polynice,25,1458,14.7,16.8,12.7,1.3,2.1,14.2,1.5,0.459,0,0.46,115,0.452,550,Not MVP
1998,Oliver Miller,53,1628,12.8,13.8,18.8,1.8,3,24.1,0.9,0.461,0,0.466,101,0.604,401,Not MVP
1998,Othella Harrington,3,903,13.7,13.6,4.4,0.6,2.1,12.8,1.7,0.485,0,0.487,122,0.754,350,Not MVP
1998,Otis Thorpe,132,4394,13.6,14.1,16.23333333,1.2,0.9,16.63333333,1.666666667,0.469,0,0.472333333,160,0.678,1504,Not MVP
1998,P.J. Brown,74,2362,15,15.8,7.2,1.5,3,12.5,7.5,0.471,,0.471,197,0.766,707,Not MVP
1998,Patrick Ewing*,26,848,23.3,18.8,6.8,1,5.3,13.7,3,0.504,0,0.506,186,0.72,540,Not MVP
1998,Pervis Ellison,8,447,13.1,14.4,10.3,2.3,5.4,24.8,1.1,0.571,,0.571,34,0.588,100,Not MVP
1998,Pete Chilcutt,0,1420,12.6,12.4,11.3,1.9,1.8,13.9,2,0.435,0.415,0.445,59,0.661,405,Not MVP
1998,Pete Myers,0,40,16.3,15,12.6,5.4,0,24,0.1,0.5,,0.5,6,0.667,14,Not MVP
1998,Pooh Richardson,17,1252,10.3,4.4,28.1,1.8,0.2,13.3,0.2,0.372,0.193,0.409,43,0.698,289,Not MVP
1998,Popeye Jones,4,352,13.4,16.2,8.6,1.5,0.6,10.6,0.3,0.409,0.667,0.403,19,0.737,120,Not MVP
1998,Priest Lauderdale,0,345,10,17.1,11.6,1.1,3.7,22.6,-0.6,0.417,,0.417,69,0.551,144,Not MVP
1998,Randy Brown,6,1147,10.1,4.7,19.6,3.3,0.8,15.8,1.8,0.384,0,0.391,78,0.718,288,Not MVP
1998,Randy Livingston,0,82,5.2,4.3,8.8,4.7,1.7,29.7,0,0.25,,0.25,5,0.8,10,Not MVP
1998,Rasheed Wallace,77,2896,14.9,9.6,11.9,1.4,2.2,14.3,7.6,0.533,0.205,0.548,278,0.662,1124,Not MVP
1998,Ray Allen,82,3287,16.2,7.5,19.3,1.8,0.3,15,7,0.428,0.364,0.453,391,0.875,1602,Not MVP
1998,Reggie Geary,2,685,6.8,5.6,16.6,2.9,1.2,17.8,0.3,0.331,0.3,0.341,56,0.5,152,Not MVP
1998,Reggie Hanson,0,26,6.9,13.6,5.9,4,3,33.3,0,0.5,,0.5,0,,6,Not MVP
1998,Reggie Jordan,1,487,15.3,11.3,15.1,3.7,1.3,17.2,1.2,0.478,0,0.482,72,0.569,149,Not MVP
1998,Reggie Miller*,81,2795,19.8,5,11.1,1.5,0.3,9.1,12,0.477,0.429,0.504,440,0.868,1578,Not MVP
1998,Reggie Slater,28,1662,12.4,10.3,7.2,1.4,1.2,14.5,1.5,0.46,,0.46,322,0.63,625,Not MVP
1998,Rex Chapman,67,2263,14.4,4.5,14.8,1.6,0.4,10,4.5,0.427,0.386,0.447,187,0.781,1082,Not MVP
1998,Rex Walters,0,470,11.9,6.033333333,23.96666667,1.8,0.333333333,28.9,0.266666667,0.458,0.287333333,0.579666667,18.66666667,0.915666667,160,Not MVP
1998,Rick Brunson,10,622,9.6,5.2,24.8,2.1,0.4,23.6,0.6,0.348,0.361,0.338,62,0.677,162,Not MVP
1998,Rick Fox,82,2709,12.5,7.5,15.5,1.9,1.2,18.7,5.3,0.471,0.325,0.547,230,0.743,983,Not MVP
1998,Rick Mahorn,0,707,7.8,16.4,3.3,1.1,0.7,20.4,0.9,0.457,,0.457,34,0.676,141,Not MVP
1998,Ricky Pierce,0,442,9.8,6.2,12.5,1.1,0,11.2,0.3,0.364,0.308,0.369,52,0.827,151,Not MVP
1998,Rik Smits,69,2085,19.9,14.6,9.9,1,3,10.5,6.1,0.495,0,0.497,240,0.783,1216,Not MVP
1998,Robert Horry,71,2192,14.4,14,10.6,2.6,3,16.7,6.6,0.476,0.204,0.554,169,0.692,536,Not MVP
1998,Robert Pack,10,292,9,6.5,23.5,3.7,0.2,25,-0.6,0.337,0.5,0.326,36,0.694,94,Not MVP
1998,Rod Strickland,76,3020,19.6,7.6,43.1,2.2,0.6,16.5,8.1,0.434,0.25,0.442,492,0.726,1349,Not MVP
1998,Rodney Rogers,70,2499,15.8,9.7,14.2,1.9,1,15.2,3.3,0.456,0.34,0.49,328,0.686,1149,Not MVP
1998,Rodrick Rhodes,13,1070,7.7,3.9,16.1,3.1,0.7,20.2,-0.9,0.367,0.25,0.37,180,0.617,337,Not MVP
1998,Ron Harper,82,2284,14.7,7.3,16.4,2.5,1.5,10.7,7.2,0.441,0.19,0.477,216,0.75,764,Not MVP
1998,Ron Mercer,62,2662,14.1,6.2,11.6,2.4,0.5,9.6,4,0.45,0.107,0.458,224,0.839,1221,Not MVP
1998,Rony Seikaly,98,3272,12.53333333,14,8.266666667,0.933333333,1.9,17.3,1.8,0.396666667,0,0.397333333,221.3333333,0.696,1492,Not MVP
1998,Roy Rogers,0,212,5.833333333,8.933333333,3,1.7,6.033333333,14.33333333,-0.066666667,0.362666667,,0.362666667,4,0.361,40,Not MVP
1998,Rusty LaRue,0,140,7.3,3.3,5.7,1.2,0.5,10.3,0.1,0.408,0.25,0.485,8,0.625,49,Not MVP
1998,Sam Cassell,72,2606,21,5.1,40.4,2.4,0.6,16.3,8.3,0.441,0.188,0.46,507,0.86,1471,Not MVP
1998,Sam Mack,54,1414,12.4,5.4,11.9,1.5,0.5,10.4,1.1,0.397,0.409,0.386,77,0.805,616,Not MVP
1998,Sam Mitchell,33,2239,15.8,9.8,7.6,1.5,0.7,6.6,6.1,0.464,0.349,0.47,292,0.832,1000,Not MVP
1998,Sam Perkins,0,1675,13.6,9.1,10.3,2,1.3,10.5,4.5,0.416,0.392,0.438,128,0.789,580,Not MVP
1998,Samaki Walker,19,1027,14.4,16.4,4.1,1.6,2.7,14.4,1.4,0.486,0,0.488,97,0.546,365,Not MVP
1998,Scot Pollard,0,317,13.3,13.9,4.7,1.4,2.4,13,0.9,0.5,,0.5,23,0.826,89,Not MVP
1998,Scott Brooks,0,312,13.9,5.9,25.3,3.1,0.7,13.8,1,0.424,0.455,0.418,20,0.9,79,Not MVP
1998,Scott Burrell,3,1096,15.7,10.3,9.5,3.1,2.5,11,3.7,0.424,0.354,0.468,64,0.734,416,Not MVP
1998,Scott Williams,7,801,12.1,15.1,6,1.1,1.9,11.1,1.7,0.437,0,0.447,63,0.81,237,Not MVP
1998,Scottie Pippen*,44,1652,20.4,7.9,26.5,2.6,1.9,12.1,6.6,0.447,0.318,0.496,193,0.777,841,Not MVP
1998,Sean Elliott,36,1012,9.5,7.1,10,1.3,1,14.5,1.4,0.403,0.378,0.413,78,0.718,334,Not MVP
1998,Sean Higgins,0,12,-15.1,0,0,8.9,0,16.7,-0.1,0,0,0,0,,0,Not MVP
1998,Sean Rooks,1,425,13.4,15.7,8.2,0.2,3.7,12.3,1.1,0.455,,0.455,79,0.595,139,Not MVP
1998,Shandon Anderson,2,1602,15.7,8.8,9.4,2.2,0.8,13.5,4.2,0.538,0.219,0.56,185,0.735,681,Not MVP
1998,Shareef Abdur-Rahim,82,2950,21.1,11.3,13.5,1.6,1.8,13.6,6.9,0.485,0.412,0.488,640,0.784,1829,Not MVP
1998,Sharone Wright,0,44,10.7,11.5,15.5,0,0,11.3,0,0.5,,0.5,4,0.5,16,Not MVP
1998,Shawn Bradley,46,1822,17.7,15.8,5.9,1.5,8.2,10.8,2.9,0.422,0.333,0.422,180,0.722,731,Not MVP
1998,Shawn Kemp,80,2769,17.5,16.5,13.6,2.1,2.5,16.1,6.8,0.445,0.25,0.446,556,0.727,1442,Not MVP
1998,Shawn Respert,8,1822,11.83333333,6.333333333,11.96666667,1.766666667,0.066666667,13.36666667,0.533333333,0.441,0.312333333,0.499333333,40.66666667,0.724333333,678,Not MVP
1998,Shawnelle Scott,0,188,10.6,19.3,6.8,1.7,3.2,18.5,0.5,0.444,,0.444,18,0.667,44,Not MVP
1998,Shea Seals,0,9,4.9,25.1,0,5.7,0,0,-0.1,0.125,0,0.2,4,0.5,4,Not MVP
1998,Sherman Douglas,11,1699,15.6,4.6,30.4,1.7,0.3,15.7,4,0.495,0.304,0.514,172,0.669,639,Not MVP
1998,Spud Webb,0,34,3.2,5.2,26.7,1.6,0,35.2,-0.1,0.417,0,0.455,2,1,12,Not MVP
1998,Stacey Augmon,23,1445,10.3,9.5,9.8,2.1,1.6,15.5,1.8,0.414,0.143,0.419,156,0.603,403,Not MVP
1998,Stanley Roberts,44,1328,11.9,15.5,3.1,0.9,3.8,13.3,1.8,0.495,,0.495,156,0.481,457,Not MVP
1998,Stephen Howard,0,53,9.8,13.5,9.1,3,1.4,17.2,0,0.381,,0.381,18,0.5,25,Not MVP
1998,Stephon Marbury,81,3112,16.3,4.2,36.1,1.7,0.2,15.1,5.3,0.415,0.313,0.448,450,0.731,1450,Not MVP
1998,Steve Henson,0,65,14.1,1.8,11.9,0.8,0,17.1,0.1,0.5,0.375,0.556,7,1,36,Not MVP
1998,Steve Kerr,0,1119,12.9,3.9,13.2,1.3,0.3,7.7,3.8,0.454,0.438,0.465,49,0.918,376,Not MVP
1998,Steve Smith,73,2857,18.8,6.4,18.4,1.4,0.7,11.9,10.2,0.444,0.351,0.475,455,0.855,1464,Not MVP
1998,Stojko Vrankovic,38,996,9.4,15,5.5,0.6,4.4,17.7,0.4,0.425,,0.425,65,0.569,195,Not MVP
1998,Tariq Abdul-Wahad,16,959,10.1,6.7,8.9,1.9,0.9,13.6,-0.2,0.403,0.211,0.414,125,0.672,376,Not MVP
1998,Terrell Brandon,48,1784,20.2,6,40,3.3,0.7,15.3,5.1,0.464,0.333,0.483,156,0.846,841,Not MVP
1998,Terry Cummings,6,2370,13.73333333,14.1,7.4,1.7,0.633333333,9.733333333,1.7,0.467333333,0,0.468333333,65.33333333,0.685333333,934,Not MVP
1998,Terry Davis,66,1705,10.5,16,2.5,1.3,1,15.4,3.6,0.496,0,0.498,119,0.58,323,Not MVP
1998,Terry Dehere,18,1410,10.8,4.2,22.4,1.9,0.2,16.3,1,0.399,0.379,0.408,99,0.798,489,Not MVP
1998,Terry Mills,0,782,7.7,11.4,8.1,1.3,0.8,16.9,0.9,0.393,0.309,0.448,33,0.758,212,Not MVP
1998,Terry Porter,8,1786,17.3,5.3,23.5,1.8,0.6,13.6,5.2,0.449,0.395,0.485,195,0.856,777,Not MVP
1998,Theo Ratliff,134,4894,15.46666667,12.8,3.966666667,1.1,7.7,15.33333333,4.5,0.513,,0.513,187.3333333,0.696666667,1618,Not MVP
1998,Tim Breaux,0,30,11.6,4.1,11.1,3.5,2.5,7.8,0,0.364,0.333,0.375,2,0.5,10,Not MVP
1998,Tim Hardaway,81,3031,20.6,5.8,41.3,2.4,0.4,13.5,11.7,0.431,0.351,0.472,329,0.781,1528,Not MVP
1998,Tim Kempton,0,94,-2.033333333,6.633333333,9.333333333,0.9,2.4,22.4,-0.066666667,0.169333333,,0.169333333,0,,8,Not MVP
1998,Tim Legler,0,76,-4.5,3,5.3,0.7,0,16.2,-0.3,0.158,0,0.231,4,0.75,9,Not MVP
1998,Tim Thomas,48,1779,14.9,9.3,9.3,1.6,0.7,13.1,3.4,0.447,0.363,0.476,231,0.74,845,Not MVP
1998,Todd Day,0,69,14.8,5.1,18.1,5.5,0,7.9,0.1,0.355,0.167,0.474,9,0.667,30,Not MVP
1998,Todd Fuller,1,613,11.8,17.1,2.8,0.5,1.8,13.3,0.7,0.42,0,0.428,80,0.688,227,Not MVP
1998,Tom Chambers,0,10,31.5,11.5,0,10.6,0,25.8,0.1,1,,1,2,1,6,Not MVP
